A_72_P000091,A_24_P192914
A_72_P416982,A_24_P98411
A_72_P417087,A_23_P132159
A_72_P417087,A_32_P54553
A_72_P417179,A_23_P10442
A_72_P417179,A_33_P3308534
A_72_P418099,A_24_P382017
A_72_P418144,A_33_P3402171
A_72_P418609,A_33_P3280531
A_72_P418619,A_23_P255076
A_72_P418664,A_24_P53976
A_72_P419009,A_33_P3219870
A_72_P419009,A_23_P10077
A_72_P419074,A_24_P69538
A_72_P419074,A_32_P66881
A_72_P419204,A_24_P41021
A_72_P419329,A_23_P102037
A_72_P419329,A_33_P3354858
A_72_P419334,A_23_P78099
A_72_P419604,A_23_P91891
A_72_P419629,A_23_P71908
A_72_P419634,A_23_P381714
A_72_P419819,A_23_P171258
A_72_P419904,A_23_P502980
A_72_P420024,A_33_P3410599
A_72_P420139,A_33_P3350202
A_72_P420219,A_23_P120845
A_72_P420384,A_23_P38271
A_72_P420519,A_23_P91081
A_72_P422684,A_33_P3314902
A_72_P422709,A_23_P138168
A_72_P423944,A_24_P336759
A_72_P424249,A_24_P935491
A_72_P424524,A_24_P323815
A_72_P424524,A_23_P151459
A_72_P424649,A_23_P69521
A_72_P424769,A_23_P163195
A_72_P425174,A_23_P357860
A_72_P425874,A_23_P73809
A_72_P426124,A_19_P00328397
A_72_P426334,A_23_P395534
A_72_P426459,A_23_P111753
A_72_P426809,A_24_P171182
A_72_P427134,A_24_P104119
A_72_P427339,A_24_P47988
A_72_P427349,A_23_P42306
A_72_P427349,A_24_P50245
A_72_P427819,A_23_P253046
A_72_P428069,A_32_P12580
A_72_P428234,A_23_P167308
A_72_P428244,A_24_P394940
A_72_P428309,A_19_P00805705
A_72_P428309,A_23_P162702
A_72_P428309,A_23_P309292
A_72_P428459,A_23_P62901
A_72_P428474,A_23_P113351
A_72_P428644,A_23_P149200
A_72_P428734,A_33_P3275687
A_72_P428734,A_33_P3214119
A_72_P428734,A_23_P84836
A_72_P428774,A_23_P169117
A_72_P428829,A_33_P3365437
A_72_P428829,A_23_P327562
A_72_P428934,A_23_P34733
A_72_P428949,A_33_P3775848
A_72_P429024,A_23_P148273
A_72_P429024,A_24_P333802
A_72_P429024,A_33_P3240912
A_72_P429044,A_33_P3217028
A_72_P429044,A_24_P142024
A_72_P429059,A_24_P227069
A_72_P429149,A_23_P255153
A_72_P429174,A_23_P204484
A_72_P429529,A_24_P295543
A_72_P429579,A_23_P130304
A_72_P429834,A_33_P3252800
A_72_P429834,A_23_P47924
A_72_P429854,A_33_P3246133
A_72_P429929,A_33_P3364661
A_72_P429929,A_23_P69493
A_72_P429984,A_33_P3248794
A_72_P430279,A_23_P23815
A_72_P430465,A_33_P3420530
A_72_P430465,A_23_P75008
A_72_P431284,A_33_P3415037
A_72_P431284,A_32_P41292
A_72_P431409,A_33_P3400389
A_72_P431544,A_23_P94472
A_72_P432139,A_33_P3259017
A_72_P432229,A_23_P5586
A_72_P432319,A_24_P407930
A_72_P432379,A_24_P235266
A_72_P432794,A_23_P318420
A_72_P432824,A_23_P43248
A_72_P432884,A_23_P422732
A_72_P433024,A_23_P323166
A_72_P433024,A_33_P3353343
A_72_P433159,A_24_P303097
A_72_P433159,A_23_P18641
A_72_P433164,A_33_P3408152
A_72_P433164,A_23_P300600
A_72_P433204,A_23_P351320
A_72_P433204,A_24_P414786
A_72_P433439,A_23_P433855
A_72_P433549,A_32_P347617
A_72_P433574,A_24_P71973
A_72_P433634,A_33_P3354955
A_72_P433724,A_24_P329600
A_72_P433724,A_24_P329597
A_72_P433834,A_33_P3218694
A_72_P433839,A_23_P122815
A_72_P434319,A_24_P109111
A_72_P434319,A_33_P3418414
A_72_P434474,A_23_P328145
A_72_P434484,A_23_P50276
A_72_P434534,A_23_P26062
A_72_P434694,A_23_P120860
A_72_P435084,A_23_P320739
A_72_P435369,A_23_P328022
A_72_P435369,A_33_P3210418
A_72_P435494,A_24_P134392
A_72_P435644,A_23_P154108
A_72_P435679,A_23_P74778
A_72_P435684,A_24_P386771
A_72_P435684,A_23_P204423
A_72_P435699,A_23_P215980
A_72_P435699,A_24_P223604
A_72_P435834,A_23_P318300
A_72_P435834,A_23_P366394
A_72_P435834,A_33_P3284557
A_72_P436369,A_33_P3364459
A_72_P436369,A_24_P56467
A_72_P436409,A_23_P257423
A_72_P436454,A_23_P201655
A_72_P436454,A_23_P74828
A_72_P436629,A_33_P3215078
A_72_P436694,A_33_P3228872
A_72_P436694,A_23_P301336
A_72_P437044,A_23_P338890
A_72_P437144,A_24_P143171
A_72_P437434,A_24_P55496
A_72_P437769,A_24_P157370
A_72_P437854,A_23_P16866
A_72_P437879,A_24_P73075
A_72_P437879,A_23_P24535
A_72_P437894,A_23_P99741
A_72_P437894,A_23_P99747
A_72_P437934,A_33_P3407657
A_72_P437934,A_23_P355824
A_72_P437934,A_23_P49429
A_72_P437939,A_23_P31996
A_72_P438029,A_24_P941038
A_72_P438029,A_23_P304509
